tag_id,count
3462343,3338
378846,3322
55764401,3303
800000943,3276
863662,3215
132648,3189
102033,3178
800001092,3177
800002347,3176
491690,3173
305745,3108
1354049,3103
800001412,3098
55755299,3095
9596300,3062
723789,3034
613911,3028
55809474,3025
379259,3022
55830113,3003
747845,2983
66123,2975
5047994,2971
55815321,2963
101959,2961
800000465,2957
1357163,2948
800000807,2941
55859484,2932
749355,2922
5903008,2921
393763,2911
598211,2902
9784232,2896
55837925,2896
395730,2890
582543,2886
9629560,2862
800000173,2858
580404,2850
55763608,2835
533670,2832
30502,2829
3443778,2828
3327308,2807
800001512,2806
10586330,2800
800000680,2778
3764417,2773
55820193,2760
403368,2756
800001373,2754
102224,2752
101534,2750
118479,2743
800001164,2708
101524,2696
91498,2679
546431,2660
800001569,2639
798310,2628
759211,2622
4253381,2620
55781104,2600
491253,2600
79159,2599
654017,2565
55839130,2565
9577914,2563
55859482,2552
137167,2532
33399699,2520
293337,2508
840971,2507
673273,2502
800001509,2495
733517,2437
55766122,2435
55801674,2427
3321940,2416
6091288,2414
724579,2409
91794,2392
55838234,2385
558968,2384
9878789,2378
853999,2361
634390,2351
5258329,2342
800001513,2332
56037994,2298
800002388,2292
800000993,2288
5746034,2287
500696,2280
55800372,2277
750353,2272
55859512,2267
696698,2266
56025351,2243
55744282,2224
724870,2224
401847,2219
4248415,2203
552818,2202
55762425,2182
706975,2176
800000501,2174
70346,2174
118498,2163
101532,2158
14961519,2144
55789791,2140
655067,2137
477094,2134
55844248,2126
55790939,2122
503895,2120
3804002,2115
55735302,2113
102061,2085
55797983,2075
801647,2072
800001216,2071
669381,2022
756225,2020
800000756,2011
800000923,2005
800001371,1981
497523,1968
137520,1966
55807583,1965
55750412,1956
273170,1930
800001085,1928
55763798,1915
53707,1912
4598171,1911
55764410,1910
800002379,1896
101716,1893
4458462,1891
669666,1878
814067,1867
1354411,1866
561653,1863
478345,1860
71907,1845
606550,1844
55824889,1843
91495,1843
639717,1835
101944,1831
87425,1828
800000498,1822
55803870,1820
55774584,1819
769144,1819
69299,1810
637339,1807
56085616,1806
800003577,1803
4355765,1802
55766129,1801
102249,1768
10222097,1758
800001097,1756
55765236,1756
9813042,1752
55764462,1740
55824694,1728
563050,1717
55758097,1715
3937914,1707
742983,1694
50018778,1689
629914,1673
9741759,1661
800001103,1653
421417,1648
55790257,1641
800001088,1634
447440,1630
15644253,1627
9474232,1625
55777736,1623
5763347,1621
791434,1613
102310,1607
9608391,1602
371238,1598
98364,1595
55754448,1589
575163,1585
515372,1583
56025029,1582
668961,1579
411666,1578
800000381,1574
816428,1570
380258,1569
55764405,1561
101921,1552
238244,1549
55747270,1541
55820192,1540
702673,1540
800000730,1540
101638,1538
671988,1521
1354965,1520
55803169,1514
407800,1512
232632,1510
56074033,1508
717140,1502
95979,1499
525143,1489
3442056,1486
121868,1477
55817411,1462
800000272,1457
414805,1457
446850,1452
482096,1447
55756716,1446
9826358,1445
764667,1444
800000983,1442
56084031,1439
228569,1438
55833810,1424
378131,1424
740589,1421
4355402,1420
9577934,1418
55838516,1412
6017966,1412
376795,1411
56026154,1410
55753858,1392
800000053,1390
1353945,1389
86936,1388
807910,1387
720527,1386
581032,1385
586624,1381
9856230,1379
696814,1378
55820221,1377
538575,1374
800000265,1362
74156,1358
55859513,1353
472783,1349
274529,1348
800001257,1345
710232,1342
800000167,1342
55766124,1339
450414,1336
53089,1335
661195,1330
378093,1324
53888,1324
637393,1324
55757917,1318
800000815,1316
102028,1316
60575,1316
55752874,1314
800000791,1314
3649467,1306
56048305,1305
55760024,1302
101648,1301
9570377,1298
102186,1295
800000567,1294
800001546,1292
630008,1284
600614,1276
402906,1275
380524,1274
800002780,1265
101671,1261
101435,1261
383685,1261
65582,1252
56082418,1244
800001401,1243
102007,1239
567554,1238
9779260,1238
9629530,1237
55798527,1236
839288,1235
55813323,1229
55806239,1228
101870,1221
643981,1220
62030,1220
407881,1219
628211,1217
9786348,1214
800002387,1211
227784,1211
536802,1208
6116979,1204
55747510,1203
56045186,1200
843734,1196
800000811,1194
5763290,1192
204431,1191
5763246,1191
523905,1189
790437,1187
102207,1186
55745048,1186
9504442,1185
131175,1183
474660,1178
55777526,1178
55777427,1177
766140,1173
696632,1171
1356945,1171
505766,1169
3526005,1168
695974,1167
664785,1164
562539,1162
55831954,1158
1355431,1153
800001256,1151
433186,1144
4462837,1144
55750677,1138
101460,1128
244392,1126
800000982,1124
3637610,1121
225679,1121
380671,1116
55828509,1109
810371,1108
9745113,1108
647240,1108
55787807,1107
593660,1102
50018545,1101
102356,1100
670396,1087
40593754,1085
30225,1083
530313,1083
55752481,1080
9759305,1079
56049192,1077
24099930,1074
388349,1072
3325488,1070
631490,1069
87728,1067
569981,1063
127499,1061
45693,1058
55786826,1054
3324809,1054
60444,1054
456449,1053
84881,1051
4967767,1050
228887,1048
300432,1047
3770755,1039
55754190,1037
186009,1036
427554,1033
139845,1031
102328,1031
470564,1030
379302,1030
371831,1024
55813369,1024
801419,1020
451381,1020
707057,1018
13436179,1013
55799817,1012
462202,1011
14766309,1011
221590,1010
800002528,1009
250810,1009
55759841,1006
800000175,1004
102343,1003
546863,1002
55759137,1001
800000932,1000
762563,999
55812342,999
56090470,997
55802786,997
15930677,997
63714,991
3321783,988
55753480,988
468380,987
5723010,985
75821,984
306708,979
55741291,975
9784230,974
520147,973
9482834,973
4691486,973
14490527,968
55789248,965
55793969,962
14225353,960
56034037,957
225874,957
800000156,953
800001520,952
587521,952
4184007,952
32119,948
5470658,945
542249,944
56040966,942
55754004,942
56078959,939
37613393,937
236937,934
54927,934
56049867,929
800001744,929
15905316,918
4269984,917
33556,917
485023,910
101841,909
41440532,907
800000155,907
800001283,905
55777176,904
153536,904
229648,904
55766128,902
4854608,900
101873,899
307799,894
806993,894
589970,893
800000708,891
14629751,891
55771277,891
861204,890
55810568,887
3642936,885
800001757,885
428276,884
82992,884
9588183,882
102316,882
55805321,882
463142,880
55784241,879
433060,877
235619,876
716459,874
115143,873
101426,872
757732,870
219461,869
429969,866
101238,860
55793540,859
55780594,858
63728,857
402929,857
833904,856
548453,854
9825921,853
101563,847
502614,847
800002403,846
55802787,845
41448172,835
55800122,835
272206,834
63056,834
55788822,833
5902347,832
9583773,831
218595,831
4635242,827
70417,827
41436881,826
87124,825
455204,823
70536,823
800000915,821
40963,820
476200,819
55826317,819
667811,815
55747396,815
55718466,814
513438,813
101138,810
1354450,809
55771273,809
1356849,809
55761266,806
13627439,806
57730,805
800001353,805
508952,804
55835971,802
9807386,801
55849036,799
55807739,796
55775018,795
1354142,795
25626,790
594135,789
800001739,789
57043,788
800000458,788
436512,784
100888,784
35438,783
800000490,781
90525,781
55855524,781
16059,780
723939,780
800000677,779
457217,778
56096309,778
244956,778
550797,778
53495,777
55813974,774
714289,774
138094,774
55766120,774
311703,773
55750098,772
9661399,772
55736889,772
55838517,768
55759043,768
55862686,768
4753078,767
159821,766
770719,766
101585,765
818515,765
300501,764
484303,764
171691,759
101298,758
849712,756
769186,751
102458,750
610977,750
800001345,749
4374347,749
800000731,745
27926,744
50027767,743
56075923,742
1356861,739
55738142,737
55744441,736
228576,733
55772272,733
55747149,732
3323023,730
46674,730
410699,729
70736,728
55766115,726
101670,726
55768099,725
812667,724
4256302,721
55746012,720
15767705,719
55800197,718
55859555,718
253148,717
55803193,714
503494,713
368776,709
9890996,706
27531,705
79609,703
3326833,701
13967916,700
668119,695
1358016,694
573127,692
800001314,691
55777094,690
207753,689
56039979,688
227801,687
55784035,686
98990,685
153631,684
56052305,683
101673,682
56040513,681
864698,681
4598387,681
9966668,679
4355461,678
55790250,677
373231,677
55770293,676
43865,675
125263,675
50024649,675
782614,675
579674,672
421902,671
800000231,669
55786699,669
611588,668
55789784,668
56048639,667
31662,666
370926,665
841199,663
800000483,662
9791277,662
488335,662
105779,662
705643,661
4557299,661
518703,660
56089076,660
715400,660
283550,659
55756329,659
5119727,658
279093,658
398602,658
5944910,656
55802583,655
102389,654
55780285,653
373194,653
3735664,653
5334223,652
15525744,652
681658,649
30009,648
56027636,647
55799002,645
756033,643
631385,643
56071928,641
64095,638
1410955,637
4913186,637
545208,637
705267,637
4152887,636
55783612,635
9778149,635
617886,634
55805319,634
126365,632
55820154,632
800000443,631
36029390,630
55751836,629
56085613,628
800000256,627
55833001,626
87797,625
826844,623
21465,623
55859483,622
55803253,621
262385,621
55747478,620
769047,620
800000947,618
224809,617
376988,616
583500,616
55820647,615
426981,613
56051081,613
771799,611
280811,611
418251,610
9604391,610
674368,608
595723,607
5039439,607
102297,606
472773,605
101458,605
55859523,604
102277,604
55765378,604
680706,603
41443784,602
439504,602
800000813,601
55859487,600
4031455,599
388581,597
55729641,596
56081216,595
90360,595
55816421,594
55806541,592
753344,592
4815284,591
198721,591
5471352,590
55782877,590
55818173,589
1356882,585
594730,585
393152,583
378049,583
499468,581
739787,581
11963411,581
55815992,581
4965291,580
29532,579
55824078,578
14630116,578
55786561,578
569583,578
55810557,576
55776038,574
88005,574
10768270,574
42261,571
219434,571
742368,571
502655,569
41614380,568
101810,567
9779587,567
770890,566
256429,566
55747399,566
56039976,565
800001372,564
264686,563
794729,563
53792,562
110553,562
56081680,561
800000253,560
55734963,560
800000552,560
637673,557
702684,556
9589750,556
378066,556
151347,556
3462497,554
800000247,554
3773180,553
55859572,551
55734983,550
50602,549
88240,549
55814748,548
9474962,547
55854570,547
800000916,546
745168,546
645585,545
9573409,544
800000797,542
800001121,541
738094,540
102633,539
530516,539
41666258,538
121415,538
769401,536
101767,535
14824868,535
55800585,535
56082640,534
55826289,533
819527,533
477822,532
56060382,531
56088019,530
800001107,530
13757604,530
172551,529
398427,528
60640,527
102044,526
102020,526
41323,526
504061,525
228845,525
9588228,524
102023,523
546959,522
774785,522
85927,521
800000707,519
5245362,519
100830,519
156077,519
4359909,518
9692354,518
9830490,518
55766306,514
829013,513
800001670,513
100757,513
677802,513
710528,512
604254,512
55780627,512
55833614,512
539875,512
45107,510
792217,509
55768128,508
55788755,508
3325756,507
4462703,506
711318,505
55835965,505
1356960,504
33402607,504
55803380,503
94627,503
560480,502
55744454,501
790291,501
55855057,501
740462,500
55833012,499
55800247,499
772393,498
37606150,498
466252,498
3482029,498
99086,498
55821849,498
9671947,497
55817157,496
800001046,496
614409,496
53710,495
55859525,495
56039974,494
1355132,494
5214736,492
800000766,490
55785499,489
55762432,489
9588576,489
101757,487
56089626,487
800000275,487
1355175,487
521243,487
851043,486
800001522,486
495259,486
255396,486
55717805,486
134335,485
55791268,485
55804028,484
849396,484
517635,483
56074972,483
298338,483
102331,482
684639,482
824771,482
9830303,481
55793751,481
800000437,480
381957,480
653574,479
308381,479
835624,479
55757579,478
55857748,478
199259,478
9683306,477
102141,477
673057,476
5157430,476
28618,475
679480,475
56083276,475
3764391,475
55859516,474
58770,473
55815224,473
55828307,472
9779915,471
4414284,470
14783724,469
67971,469
456375,469
687040,469
1355336,468
800002378,467
800002375,467
14816933,466
4514245,466
33991,466
5702092,465
708072,465
219885,465
14838383,464
4815832,464
5242862,464
733909,463
101633,462
56024803,462
220765,462
507121,461
88382,460
4253451,460
55752433,460
800001452,460
507895,459
622537,459
458410,458
55756331,458
377142,458
55833615,458
55768685,458
45766,458
102502,457
793882,457
577713,455
179259,455
55802788,455
55735661,454
4356581,453
55837968,453
9485540,453
608634,453
56025762,453
55790218,452
377035,452
261478,452
55791339,452
85790,452
1358444,451
5225705,450
1353859,450
5270490,449
9777393,449
78754,448
518479,448
823563,448
9884308,448
233150,447
101046,446
101575,446
9755532,445
55747378,445
229793,444
55718769,444
691712,442
800000800,442
800001810,442
56050718,441
800001754,441
55817274,441
554721,441
9984546,440
55776116,440
824115,440
55773600,440
9474548,439
532621,439
601050,439
245857,439
101988,437
55815333,437
56076654,437
9476751,436
4515440,436
55779164,436
569956,435
89942,435
830719,435
376186,434
55863494,434
55854472,434
391227,433
55775029,433
594952,432
753712,431
4860089,431
660868,430
513829,429
50018471,429
101796,428
146018,428
407121,427
41439179,427
56079200,427
141470,427
233115,426
4347351,426
3336452,426
55780274,426
160740,425
595067,425
524483,425
854134,425
611666,425
736001,425
162624,424
55825037,424
800000784,424
489079,424
801244,424
9780055,424
55823171,423
305770,423
769780,422
102596,422
48859,422
55766297,421
55859506,420
143347,419
273023,419
55773384,419
55776704,419
9778934,418
55842700,418
50023227,417
9578648,416
846072,416
579046,416
5155772,415
378302,414
56042410,413
675445,412
25768,412
78796,412
55741926,410
4086934,410
5329477,410
55790256,409
55820852,408
190757,407
378833,407
3462644,406
668895,405
189753,405
410748,405
55744474,405
4799959,404
26187,403
250160,402
3728751,402
762170,401
56094502,401
3322046,401
56079483,401
3781850,401
56079379,400
823625,400
9769636,399
35478,398
55774290,397
212113,397
4840910,397
56084462,396
800001525,396
55864806,396
617297,396
55786565,396
71140,396
15237822,395
867197,395
133187,395
3930677,395
33391530,395
10613369,394
30625,394
55801400,393
55803146,393
850824,393
7691,393
21192,392
55831955,392
800000753,391
403588,391
612680,389
702732,388
70777,388
153908,388
585151,387
50024576,387
5555092,386
72361,386
102507,386
711587,386
138749,385
29351,385
101596,384
595462,384
55814418,384
507064,383
55811703,383
55834346,382
717581,381
800001137,380
242062,380
149664,380
59836,379
249748,379
232719,378
761151,377
9619902,376
9744769,376
390652,375
734276,374
399444,374
21173,373
800001634,373
390107,372
55802361,372
812839,372
585756,372
80336,372
788679,372
664717,371
9675916,370
800000948,369
55775857,368
90601,368
101835,367
46366,367
56093331,367
853753,366
493778,366
164339,365
58815,365
4116114,365
55771765,365
307655,364
651561,364
55803147,364
13832779,363
124572,363
4516814,363
9497966,363
55817100,363
4881421,363
3474036,362
56084008,362
55815265,361
5469169,360
800001042,360
9483008,359
55749862,359
215909,359
428481,358
9778994,358
55752091,357
800001745,357
41374024,357
9727691,357
800000926,357
125683,357
55736096,356
100746,356
769275,356
391296,356
5744575,355
9776336,354
5923398,354
6048188,354
800001235,354
55803482,353
56024365,352
587131,351
52822,351
153052,351
3885567,350
55831751,350
55813382,350
84713,350
9887909,350
101968,350
55859510,350
55803481,350
792886,349
14721653,348
55829261,348
853696,347
266353,347
67988,346
651698,345
99643,345
789470,345
55777481,345
149171,345
800000699,345
376753,344
9477816,344
614195,344
766134,344
9545278,344
377873,344
55777510,343
139655,343
3717423,342
35045,341
800000561,340
244987,340
1357646,340
609920,339
5659265,339
233091,338
602538,338
730807,337
41263,337
533164,337
302885,336
723622,336
3325945,336
9785503,336
55738474,336
763226,335
55785179,335
55806092,335
55853630,335
731024,334
800000996,334
9592566,334
55830549,334
55818014,334
9544147,333
800001521,332
55802439,332
55786700,332
56068980,331
3374966,331
623971,331
478675,331
99553,331
55851126,331
182704,331
501723,331
5382125,330
764233,330
55823172,329
3860983,329
216313,329
616065,328
584972,328
229660,328
56070871,327
55779570,327
271881,327
735029,327
733140,326
55736199,326
800001716,326
5389107,324
55764409,324
800000675,323
228666,323
39848083,322
9671667,322
55800529,322
56026153,322
800000725,322
572850,322
55778086,321
9828937,321
800001099,321
55766015,321
9504908,321
448969,321
55784645,320
55782767,320
800000527,320
268374,319
33068,319
418752,319
596806,319
36216,317
56130,317
55818356,316
55741991,316
10402399,316
55747394,316
800000927,316
424840,316
273704,315
143927,315
56037989,314
55798706,314
4483097,314
412617,314
55788793,314
513517,313
55822318,313
101713,313
5211697,312
4710470,312
1353962,312
15156541,312
567479,312
715546,311
55825737,311
55802360,311
404878,310
56096214,309
146588,309
95185,309
640242,309
288120,308
55766774,308
55762645,308
252006,308
55831581,307
3325723,307
800000489,306
761494,306
102070,306
725332,305
191942,305
410001,304
3325763,304
55814422,303
55771848,303
42406,302
785646,302
377235,302
33839,302
274383,301
37771768,301
55815498,300
59744,300
55738794,300
397078,300
225893,300
56068978,299
4674609,299
685955,299
758706,299
672612,298
379060,298
129512,298
70906,298
9494147,297
55744731,297
55842694,295
3843174,295
525973,294
615971,294
5538528,293
38003570,293
62276,293
306360,292
300524,292
527452,292
53887,292
822731,291
56096310,291
41423807,291
377709,290
55790233,290
55787342,290
535290,290
800001146,290
99676,290
55788886,289
301091,289
774353,289
55798976,289
56047470,288
55859524,288
41443629,287
55735481,287
133158,287
800001447,286
737025,286
55842749,286
4868277,286
495146,286
55828278,285
800000060,285
380358,285
102017,284
55773825,284
178069,284
94171,284
61132,284
4143516,283
64604,283
102281,282
800001080,282
766235,282
4005027,282
851954,282
377960,281
638844,281
35357,281
501343,281
55802336,280
516392,280
102577,280
168883,280
5824752,280
735014,280
800002296,280
260254,280
690371,279
613848,279
5825502,279
801424,279
624037,279
56077860,278
510018,278
848583,278
551858,278
851542,277
553719,277
530875,277
3323201,276
30767,276
575891,276
583557,276
65361,276
658118,275
55842752,275
772970,275
798360,275
417002,275
56554,274
55813071,274
800000385,273
33746,273
55790225,273
88810,273
55765111,273
558772,272
800000763,272
430532,272
3707159,272
9781129,272
405181,272
800002684,272
764799,271
390872,271
716308,271
55771455,270
401377,270
101934,270
830625,270
3430082,270
4374234,270
841419,270
74936,270
203310,270
3326970,270
776801,269
5581753,269
9610310,269
307889,268
679978,268
55736426,268
52263,268
3807222,268
786727,268
55829036,267
389961,267
5553656,267
176415,267
91561,267
573076,267
87315,267
767680,267
466129,266
538488,266
222407,266
41443668,265
55859491,265
411652,264
55738057,264
50024863,264
767044,264
4377472,264
299444,263
4537838,263
9646989,263
81816,263
4948721,263
4145766,263
5763256,262
61292,262
3489641,262
4959679,262
56048822,262
5199144,261
567970,261
9608733,261
55842750,260
524072,260
464710,260
500210,260
806013,260
800001308,259
800000048,259
9860665,259
90306,259
4186665,259
273097,259
20206,259
215685,258
442511,258
543195,258
690759,258
300479,257
55744781,257
423020,257
55820616,257
39569,257
698054,256
5275451,256
56060353,256
224397,256
56085370,256
56066233,255
154712,255
9589726,255
417308,254
596810,254
4355864,254
81827,254
55784029,254
100811,254
55787450,254
550808,253
5113323,253
84884,253
15869329,253
800002383,253
629641,253
800001681,252
9620021,252
102234,252
9870034,252
9827058,251
55819621,251
779382,251
9477676,250
800001095,250
86621,250
800001437,249
700060,249
462577,249
808429,249
4800160,249
618970,249
800001526,249
800002386,248
568954,248
50032,248
418273,248
711853,248
371973,248
55766985,248
377094,248
551399,247
396185,247
841374,247
102273,247
847582,247
138492,247
801425,247
682184,247
814013,247
698423,247
483588,247
854130,247
133363,246
55860907,246
800001607,246
41332569,246
55764415,246
50025032,245
55810556,245
651864,245
55741820,245
5039186,245
55735372,245
638160,245
555373,244
44143,244
694704,244
844338,244
94151,244
5043465,244
37606533,244
3669199,243
55824132,243
653274,243
55746894,243
38000906,243
5814390,243
395132,243
5862280,243
5992319,243
9595111,243
3510683,242
55823168,242
101536,241
56058162,241
221308,241
300444,240
714300,240
185797,240
5563191,240
5159626,240
394279,240
836333,240
83834,240
41363536,240
410527,239
5179193,239
55807558,239
169845,239
56030306,239
399646,239
55830238,238
49447,238
431956,238
555219,238
55800441,238
280967,238
9580471,238
55735592,238
56076281,238
56040794,238
50017529,238
397098,238
681632,238
800002275,238
56066711,238
35532,237
420244,237
839137,237
800499,237
101434,237
63068,237
705326,237
5638467,236
720602,236
3655848,236
494112,236
9592768,236
833084,236
423196,235
35222,235
55839991,234
55766172,234
55803290,234
23090,234
33417161,234
800001816,234
4210789,234
431039,234
537645,233
466930,233
10583883,233
9861931,233
55743840,233
13654071,232
55819834,232
771443,231
55737531,231
767913,231
744568,231
5497496,231
194177,230
795770,230
55750876,230
521911,230
711574,230
29661,230
55852721,230
56059149,230
55803716,230
627637,230
377151,230
709258,229
84414,229
484298,229
4895055,229
580926,229
87922,228
9827685,228
569263,228
102200,228
96796,228
65295,228
9620731,228
800000463,228
455586,227
55810309,227
27780,227
3457150,227
745515,227
430088,227
55782973,227
712705,227
800000278,227
430663,226
56055251,226
3352334,226
9594437,226
9587202,226
55854999,226
23867,226
435360,226
653490,225
4347062,225
55814863,225
75070,225
55735883,225
799185,225
610618,225
55788014,225
800003661,225
461802,225
35100,225
561838,224
377827,224
423961,224
800001596,224
5011615,224
69110,223
800002269,223
56091244,223
213292,223
55768600,223
55839322,223
55771673,223
96060,222
56040920,222
810133,222
297826,222
601611,222
43490,222
639636,222
84857,222
484509,221
5254525,221
55814423,221
370814,221
799757,221
42455,221
297300,221
9709379,221
9778125,221
800002339,221
60613,221
4164960,221
3774298,220
513972,220
596087,220
831425,220
56091611,220
26939,220
389464,220
437916,219
236080,219
800000564,219
55862815,219
403382,219
63335,219
4417270,219
603248,218
699910,218
800001644,218
102080,218
4595394,218
516385,218
749334,218
744740,217
29748,217
41425725,217
22272,217
66576,217
55735784,217
9757861,216
5065343,216
307787,216
38530308,216
56054785,216
222574,216
738927,216
240412,215
50000221,215
572216,215
156143,215
161820,215
84213,215
9780794,215
15441632,214
252956,214
59384,214
9480839,214
280109,214
55815225,214
831739,214
55801271,214
855602,214
781107,214
55747093,214
10705519,214
366412,214
433011,213
61988,213
28613,213
12034767,213
9743297,213
102586,212
5996022,212
100745,212
37706433,212
286226,212
55747639,212
565424,211
150040,211
502635,211
55767672,211
846689,211
53069,210
9601069,210
474611,210
11806219,210
5522536,210
695443,210
800001629,210
47834,210
560840,210
377293,210
640632,210
800000557,210
56085174,210
238794,209
428780,208
465845,208
102624,208
100923,208
9875689,208
9637557,208
458880,208
41388314,207
33389435,207
6019529,207
710079,207
1353847,207
523058,207
55751088,207
55757934,206
377822,206
509626,206
55768620,206
733339,206
101919,206
480774,206
485718,206
600882,205
66243,205
56024777,205
865440,205
55813322,205
6116947,205
593100,205
586411,205
800000714,204
9474206,204
42091,204
15792366,204
49020,204
565306,204
10254068,204
401686,204
266835,203
608364,203
56032452,203
569773,203
5807031,203
1355441,202
229226,202
507770,202
5709101,202
55840237,202
55751148,202
623156,202
101744,202
28546,201
1357856,201
55765808,201
55815200,201
610762,201
800000037,201
5805263,200
55859550,200
498099,200
49785,200
13962418,200
55805250,200
793044,200
3327044,200
861950,200
377032,200
50022502,200
49021,200
55751643,200
293633,200
5361246,200
56076121,200
44530,199
3616354,199
800001420,199
9498943,199
55838512,199
55751906,199
379202,199
25772,199
57518,199
102659,199
573905,198
800000148,198
848803,198
3877463,198
55747840,198
55802217,198
100800,198
627770,198
830480,198
56055493,198
9583639,198
69872,197
221561,197
55819778,197
5832225,197
55826875,197
102057,197
49504,197
853517,196
5332470,196
83433,195
271308,195
67869,195
4858261,195
695260,195
85992,195
761203,195
257538,194
9617957,194
55859530,194
624531,194
44956,194
9828192,194
799964,193
30739,193
56071136,193
136986,193
56056994,193
5143486,193
9654142,193
222526,193
55736361,193
4244956,193
291261,193
55776987,192
55779503,192
91057,192
55774811,192
9617782,192
55860349,192
56046061,192
56089134,191
841376,191
800000522,191
49008,191
55791012,191
833256,191
54287,191
55751517,190
55768522,190
547562,190
800000917,190
55771599,189
55784658,189
749123,189
587773,189
55814796,189
14090981,189
5455862,189
63342,189
396420,189
244355,189
50015330,189
56073105,188
102022,188
845308,188
497026,188
228938,188
654952,188
55766062,188
67841,188
41553546,188
101034,187
9656731,187
378129,187
102157,187
454984,187
63050,187
55857744,186
55800241,186
42415,186
55778092,186
800000928,186
407362,186
4906231,186
4568268,186
422527,185
5767047,185
9757646,185
95542,185
524409,185
194094,185
81439,185
716629,185
3988357,185
41686131,185
458200,185
482608,184
9781103,184
59590,184
55736163,184
94393,184
83886,184
237488,184
55814447,184
61481,184
193454,184
5038593,184
572024,184
55859544,184
5167111,184
4323456,183
95538,183
205186,183
481200,183
56070054,183
4319544,183
834689,183
56090252,182
272041,182
55800772,182
55788373,182
4053230,182
55751486,182
307233,182
390404,181
266805,181
55784055,181
261406,181
55798526,181
59930,181
239933,181
442402,180
56044397,180
55859509,180
61445,180
56026899,180
176250,180
400513,180
56096415,179
59775,179
27747,179
9565360,179
781615,179
469189,179
1354269,179
31663,179
9746176,179
290116,179
50023813,178
825090,178
286978,178
56090554,178
101991,178
3960285,178
790303,177
173341,177
801807,177
55821,177
55788738,177
818682,177
55815621,177
744249,177
265275,176
55856278,176
757531,176
228443,176
524630,176
199400,176
60646,176
3878741,176
55813981,176
4136361,176
719862,176
55766765,175
473712,175
3797879,175
658671,175
55857746,175
542699,175
460295,175
742637,175
55788080,175
540880,175
56058529,175
9756520,175
303066,175
508099,174
124603,174
43447,174
55771045,174
255377,174
