id_1,id_2,score
8506138721215507834,8938484276019092858,0.2
2858623027099491691,5587804417382516090,0.4
1174274742765864366,237525910013035950,0.15
8253941224328865198,1975917918746756526,0.65
7893650529928574330,462709456862743930,0.8
2047970260443264378,6020144225394443694,0.05
832000559186754990,1822789404108606894,0.0
1957902810890558894,5966105160326380974,0.8
282561174272679342,8722309241110099374,0.0
8100812648383319470,3254938196284609966,1.0
606818314408453550,3975511790368654766,0.1
1579600066568369582,7956693016282052014,0.0
1165263813420240302,5461697553001960878,0.0
417672128825941422,2777559548780207534,0.65
1939894538367274414,111428522828885370,0.0
7371229346749551979,7947678102745517419,0.0
534762985517335930,3065781012301880750,0.9
8154862054981242234,4624031801817081262,0.05
1129238284739737006,309581721875322286,0.0
895044617646198138,12343953584395694,0.05
516751552741379502,3516136108612644270,0.7
3200887017755848058,2741527871413425582,0.75
4615026528845815214,8163845350830081454,0.3
624833498585775534,8713297887872789934,0.0
2444289581873470894,4371825669759620474,0.55
5011339363287430522,8307974838772075950,0.25
7046968393419597230,2984721522993843630,0.45
102417162385255854,8506131922240820654,0.25
985129808238286254,7578386425867283886,0.35
1696665543781903790,8434079236162446766,0.0
354627474508905850,8389049586748638638,0.65
633847405158569390,5002334309185328558,0.2
1012143200510739886,6155256788993093038,0.0
615819243553166714,1858816914311382446,0.65
2318194032237524398,2723514906540551598,0.3
3182875187356552622,7182073847446932910,0.05
8073786132405366190,7614415599851617710,0.0
2147052306876032430,7146047182025739694,0.05
1462507362235565419,3804367760910527918,0.1
3435080134326373754,7794565902552432046,0.1
1750736670900354478,3876435998162539950,0.1
2399240292140909998,12350836463478190,0.05
7803573064023633326,3651247537664544174,1.0
3182870360713993646,1615631279029188014,0.0
3155852925529249198,1156262821001659822,0.0
7956688042364087726,3786364179708868014,0.0
669877301417463214,7974704097062995374,0.15
2741528589416228270,4533961927573865902,1.0
3498133310427981230,3363022424295859630,0.0
2858621219324880302,1912864507603092910,0.0
2705501564652004730,1273357288705568174,0.05
3534159628281402798,1111202345792286126,0.0
1777743962756355450,9001530621994417582,0.25
2813578022410642810,543763799755814266,0.05
6974897747961136491,2885642091351264686,1.0
3227909875007784314,6137235467324665262,0.0
1246327913301788078,1192290633054758318,0.5
1102205910871139758,1237326498763429294,0.0
642850736704374190,5776943080981263738,0.4
2669468977450487214,2165044589976212910,0.0
2354218483568649646,8181877318036516218,0.0
6920869544285664686,8848413088903060910,0.95
4164664623031795066,5164437061104059822,0.2
2912660907643039150,8064787897467803002,0.0
4786159962149221754,5326591695124442542,0.1
1093211841427490155,3317987132045358510,0.0
291573115836343674,1507544382599144826,0.0
8434082461917537710,5371628028899548538,0.9
4903260943559597486,2831592348749100462,0.0
255534292887588270,4290758725762661806,0.55
6695680174064928122,2921675972859270522,0.5
2651457480070600058,1138241891273143726,0.25
7092006382277068139,2921648699064370606,1.0
2372229420900222330,1165260440990352814,0.05
5758942700309843322,1795769534249668014,0.0
6110221605058667950,8650249462637594030,0.3
5254531729728294266,8749328003772597626,0.0
2435283616300436858,2345207639858148782,0.2
4930276576410035578,6110222009450929530,0.35
5299571000077337978,5930074720257433006,0.05
660860437150064046,1750731548148209070,1.0
877037234882676142,3381040230530340270,0.0
1606617293588604282,6236321492207740334,0.1
8884441364761290158,354622000142433710,0.0
381642018960971182,3128842154592005550,0.05
777934144787928494,2786567435805711790,0.65
5740921544896046510,3444086845651305902,0.15
2327196819500455342,444693788797181358,0.7
7956700913274566062,4714111849891509678,0.5
7497328481800662446,5803977307987688878,0.05
3759338839902600622,3002735606981897646,0.05
2453300358558829946,8956492855508630906,0.0
5551776910793637294,5146448774807772590,0.5
1039166470010779054,2462278904716944814,1.0
3381032845421587886,2300163137114518958,0.65
2102014457539288494,5461699733066354042,0.0
7974704095899989355,102419552386925998,1.0
1768754517313555834,1741731531000325498,0.15
2741526364552830382,3651252877310985646,1.0
804969112373843374,2588406299798977966,0.15
6659660815636127098,5038364949957068154,1.0
6209293206630002094,7938687651245677998,0.0
2786563160112330158,6758739593623334318,0.25
1273354165799194030,6443488371368105390,0.15
994135397194714542,4218712700976942510,1.0
6533562252594685358,8353016076923991418,0.0
327595743803956654,6695674417308306862,0.3
2255141047624922542,4705099957916212654,0.0
6119235006646046126,7830588377284685178,0.0
2408259684829912442,4200691569078056366,0.0
7001936697322104186,6983922326670257582,1.0
2759542939438884218,1966907661277853050,0.4
7299178132994563450,2840610687398315386,0.6
1498531113652737454,408662927436354990,0.0
2102006013150322042,48377237795915130,0.0
1111221699371603374,859019762255345070,0.0
7452280527558958458,859023028945423790,0.1
4786164949398293934,1804780820177839482,0.0
1309384262203968942,3579194456109907374,0.4
2786565326152854891,1669672369732119982,0.2
354617560217699691,2390245789487230382,0.2
6614624770063615354,3119831486487969198,0.05
7326184873793787258,1732723695571549614,1.0
1885848118462311802,327602629640179118,1.0
2300172723794773422,6659660759170776494,0.7
8902453379903706490,931085005851143546,1.0
390640706455940526,2093008604420873646,0.5
1741703631148504494,6218293728710233466,0.2
1894855436619867566,381646563349046702,0.0
1057170701371575674,3912463036788606382,1.0
156460004080655738,1939886942122943918,0.0
5506740160679601530,7470309603863307642,0.5
7308170358718952878,1795763811000954234,0.9
1723706678254941614,2318178244087930286,0.65
4831189218856652139,2444290140591160750,0.65
3290967395198600622,1048160687126668718,1.0
1984924177693228462,201497078399591854,0.0
2912665387347197358,336603312027352494,0.35
3840407352886123950,4813176637360219566,1.0
1147254529725861294,2074994979252450734,0.0
3444075228027630970,111414772223417774,0.0
2777558191943191930,1633643865713108398,0.5
8668264065348224363,8848410011167327662,0.25
3092800079247553966,111426898412193198,0.5
5569789679477208427,4461904540477742510,0.95
2813587033227335034,2381244086726886778,1.0
2183076281540840878,1435478715937811886,0.0
687878980986394030,507735328915295662,0.95
1255341256278281594,8749331940038194554,1.0
6362423170221473198,2651458043994031534,0.5
4795173313938951598,7452294500195063214,0.0
1867821376311907758,7191075547182677422,0.2
8866425118421857643,1552575751085444526,0.0
1228318932413617582,1255341923020279214,0.0
3020755205266036090,5344611872735544698,1.0
1363398823143159214,1300356180276209070,0.8
8524149021078097274,3227914203036231034,0.0
6875829055701435822,192494101778189690,0.4
4921273172731219374,3750335385070712238,0.0
8019752434320014714,6434481552751662510,1.0
4092601409214698926,6425471442511283630,0.35
7281159314386191738,8118823377295570350,0.05
471715468177194362,5803964758631767418,0.2
8587199076461593978,2561370267879167354,1.0
561790913986280826,6353415909429742970,0.5
1849812379023748526,3354015252789015982,0.0
8551163235706598778,5614816992072177018,0.45
2615425817269292462,5867024903225263534,0.0
1390448914624300410,5326595974216527278,0.55
1192287151427491194,5785964711044738426,0.95
2165054190311036334,1102213923724279214,1.0
2120024579643547054,3786365196954754478,0.1
8920469356435142062,2786569082031154554,0.0
922072556170855854,3227917858524186030,0.25
2092998065179409838,1822790656604480942,0.7
1732722091438554542,1849815519189861806,1.0
2579399737776930222,5867024903225263534,0.0
2813586071364674990,237527075384935854,0.0
994135397194714542,7028952364029209978,1.0
4966308798630737326,7956698770136925614,0.0
2642450973450216878,8037763211036954030,0.0
1228303101860711854,7578395100471354798,0.95
6551570432788899246,1003126628119827886,0.0
2183077010860557742,4344808590411523450,0.0
2381244026116234670,1372434042718035374,1.0
8911462455250961786,4461901821066849710,0.65
39368956184106362,3339280175953274,1.0
8659258733190587822,2579398995537491374,0.0
8497122878230271406,7776545139973258670,1.0
4921274790826724730,6011146079387250042,0.8
7245132078332525946,3903464333044790650,0.0
2831591655515549102,7794555579881176494,0.05
1039170819262832046,7497332557418874286,0.1
1579602920386102702,1300380339375930798,0.55
7119032466153221498,1705692486825727354,0.0
30359846002800046,2534361879756688814,0.0
6290369544018335098,426672357371893114,0.0
3218899432887664046,1624636766955988398,0.0
2237114137994005934,1768739229874808186,0.45
3263944531431736750,5812981755238976942,0.0
5993123937290235310,6623628428380693882,0.05
8109813186274534778,7866626402958306734,0.95
7046973248714913146,877039215329316270,0.35
8280953390578021806,3408062213909224878,0.5
2417262365856363950,8172870951208381870,1.0
2165068412530077102,5849009656140803502,0.0
2543364206713943403,3507134009351892398,1.0
3011748216045071723,1165243086497975726,0.55
8650250578630149550,4975318171901191598,0.0
4263748181266742702,1156262796559562158,0.05
1993934083373186426,7191083881497654650,0.7
3354008228554538414,8064760179383518638,0.35
93400204986756526,5957099105837577646,0.0
8335006343786534318,4245732153743672698,0.35
2732521746820574638,4335798985652762030,0.0
4281762009521075630,7128038075139913134,0.5
3588198079563064750,8073787274766951854,0.7
4624040329059046778,7362224165372812718,0.0
1687681906744055214,2453294179394168238,0.95
2993728361945327022,5038363461648782766,0.6
1984922583950704046,2120019156478465454,0.6
102421335971945902,1516550989551705518,1.0
1336404395023996334,606820919352364462,0.25
5092407417121482158,4182679746941265326,0.0
354619733443134894,5930074720257433006,0.05
1147251511132302714,2002942177524903290,0.5
453699538292112814,3011729724661792174,0.05
228520126023460270,7749529591670777210,0.0
6470508698309623147,3462101635307881902,0.0
2525359742078459258,913067643780189562,0.0
2777553406448389498,3912453607265977774,0.35
300577777165860218,6452493426847036846,0.0
4209693890461951354,8344009241056855418,1.0
2147051462699163054,7019949696714493306,1.0
39369330210252154,1408454188292586926,0.9
5560784809506821550,1795774947916987822,0.2
7290162792683492730,6254343043852658042,0.0
3723313812374728043,6362419012080881070,0.95
1741729605168616878,7452290663311644078,0.15
8677271433525054894,3678283965689163130,0.0
723913044881173882,7254133793556467066,0.0
48372767718055342,5209498674127369646,0.35
5677877917289635194,75391621085746554,0.7
6146253497125399982,2074997271551262126,0.0
741930008816960875,48369661361257850,0.6
8190875958285200762,8650248021297603962,0.5
3804373387391430062,8362018440875539886,0.2
6470511880720848250,7173071867297981818,1.0
1300375398992538987,4155655604392826286,0.0
5948094185897153966,8028757169851843962,0.5
3939462499144988011,6857814671290479994,0.0
6983922289442667950,2264149722766343598,0.0
7010937765802556846,7776545181850115502,1.0
1786765614932039086,5407660099469039022,0.6
3516145556539041146,1669672369732119982,0.0
6632624348057640366,2741527871413425582,0.6
1471514076216354222,5110422542127492526,0.95
453700546614941035,2156061838822401454,0.15
2435281444287389102,3705299609227503022,0.15
1363425994713881978,6551573529446876590,0.0
1498534545159957934,1651656288535102894,0.0
6785766076649528750,4551974169071637882,0.0
949096454911821230,5056378629818398126,0.0
1066175928376946094,3480120006547479982,1.0
1336404395023996334,2381239352944756142,0.0
7101018108444300666,6470513588382997934,0.0
8145839263049987502,6848801752647214510,0.75
2300174923617150382,8632233414550556078,0.25
480721570595954094,5353615417168934318,0.75
1039168263040400814,5056376969464659374,0.1
2786565326152854891,7821589524251757998,0.05
399643562472799610,615832595805427118,0.35
4101608645867195822,3308974385654920622,0.5
3137846562297302446,4506936766022505902,0.05
7911663263966205306,6974915128964457850,0.0
2858621807653184890,8695288504881051054,0.0
3263942481936201134,7533358423154253230,0.0
3579193364747771310,1111222036874823086,1.0
7182075829023518126,8965501111874966958,0.0
4786169897173112238,2165064549564198318,0.0
6479518349071879546,1102214290417681786,0.35
2597414232860548526,5551779289929174446,1.0
2156059866862306734,2696493358858808750,0.05
1462504495851165102,2498331108802616750,0.85
3281944389074302382,8515138977805850030,0.65
2435283772126684590,4687083402360563118,0.35
7533365331105129902,2840612813701586298,1.0
1831798935983799726,913053902297259386,0.0
8983520424063571374,6389446599975499182,0.65
2264149208775699886,7046959728352433582,0.0
543768490034232750,4245727028013858222,0.25
615827778566262138,5858016776120391086,0.0
1561583322994685358,4993326534942504366,0.0
6209301788049345914,2588403532229809582,0.0
3146852566304681390,2921673122809574778,0.0
2552379527507297710,7938677293095179694,0.7
579802938598337914,1390447973476654510,0.0
768924714772000174,6641644038179061166,1.0
534766944778335662,6443488375204720046,0.0
5749932203039554938,8127833595891010938,0.0
1093210380991933818,8803372225355482542,0.25
2930680674087460218,6884834693887776122,0.0
417664136027131310,696884958330746286,0.0
4227712492055121326,6515549581520971182,0.95
1093211841427490155,7227112148503535022,0.0
8929476857303152046,3831400175376231854,1.0
850019235384198522,4155660290828271022,0.0
7803566784586282347,3678276785982500270,0.1
6776754158148414827,868028385834243502,0.0
940085959787218350,2975715742388712878,0.0
3471108625811963310,6461498780806184366,0.5
2912665387347197358,1210300356056915322,0.5
5623837448117372282,8235926766081930618,0.5
3128838325332677995,1903855085667564974,1.0
2921675257506176430,7497330736880237998,0.0
3218907602466731438,6380433783421799854,0.2
5263544819259452846,156463619748050298,0.5
48381101070458286,3750336314533453178,0.3
7866624986653003115,4542965332915086766,0.55
4615022360426923386,606814162700629370,1.0
588805404800873850,2093005116989775278,0.0
723916488447778222,1867837365887131054,0.6
3011740758252422522,4227716596048405934,0.0
1534566077122637230,1264344644310457774,1.0
8992522016158490030,7398248056246517166,0.0
3308985178400271790,3624233389451832750,0.6
624822129480234414,606812301567208878,1.0
8019745903666793902,8163860686223625646,0.5
1588609409659407790,3272956057876352430,0.55
4272756868883410350,6335398407139857786,1.0
6848803297777399162,6326391202877629818,0.1
480724238517200250,6929874790218364334,1.0
6335406161573531054,6605619386847112622,0.4
6254339198436265338,6740726351784744314,1.0
3444088496239269294,1984924026711961006,0.0
2210103986278581678,3354017019784351098,0.65
2255141047624922542,4597015216137231790,0.15
1075185273830901166,5119417367689319854,0.25
1480499875111054714,5677875550487061934,0.15
327599691907040686,5722915011762212270,1.0
2984721101323189678,7830586922392724910,0.25
1732723353295422842,1642644073047999866,1.0
174479492840394106,5002327802927775150,0.7
2552369487208066426,5876030330427444602,0.0
940076216113368427,6299373207221945707,0.95
3768346241393016186,3660259251012185466,0.0
8118830443891357050,1651659647405557166,0.0
4515953893892363694,642851705614708142,1.0
1903859957145138606,2453294590578994606,0.0
4245717150661848442,21348384410508666,0.7
2462312467476217262,1057189050811917742,0.5
1642642067722442106,1039164662567714170,0.1
471713317717931386,2759543567496236462,0.0
3345002972603534714,2579387945637621166,0.0
4434888702768676218,3029765657882844590,0.3
264545611732166062,4795166027293666734,0.0
1012141941885117818,1327394684615648634,0.5
3390035097838384558,4894219998406792622,0.25
2480321729146056110,282566934400075182,0.65
7019945042034220462,4714109720301284782,0.45
2669462083352667514,4588006772641549690,1.0
2147056300341794222,8307980476844352942,0.0
1345411255538595194,7812584031099450746,0.6
5858026265457110446,2930676541537115566,0.4
3002722638194228602,4551973811388284334,0.5
363625058083157370,3858418038780015994,0.2
705898854599626091,8659253657494293934,0.0
624834974210555310,976111513012233594,0.9
5740923216583384427,4038563602428210606,1.0
4056578443035831659,985122905172626862,0.75
768954297788050810,8875438336924282286,0.65
8452082948396070251,1273349643186695598,0.55
4272756374467904890,3047767387201471918,0.4
120422934235225518,1273355861074521518,0.0
1948902132245302702,1444495319363823022,1.0
6488523261477201259,1309378846013941166,0.8
7848617555305469306,6407452703317872046,0.25
1120214645580029358,5776954397097004462,0.05
2273146107084838266,5560784132131442094,0.05
2489326435491812782,3948496915805173166,0.0
1309376115472274862,877042339922832762,0.0
678870387583284654,3146855062438653358,0.85
4795165993446124922,6911859093288768942,0.0
2480307858600254894,8920464204801000878,0.0
2056979592137762222,4849212489519902126,0.0
8614225374176630138,8515144719422840238,0.95
1570589793032701358,2462303753047498158,0.8
6218308038420845998,237529561576095098,0.4
12343669621534126,8740319294504467886,0.0
273555205262665134,5245517822291875194,0.0
1003137357248185722,7398255678010776954,0.6
498724016560883118,4335801240075396526,0.05
309583331528760698,7101009196470425006,0.5
3326995484899065210,8389040351619993006,0.8
4795166167977561518,462695911076660654,0.9
777959415400828334,2408246021921373614,0.0
2615428301049648558,1390449180987307438,0.0
759943291012300206,2065989321129235886,0.15
7956693012666588590,4029559396982719918,0.85
192487173419998638,1651656288535102894,0.0
3435084122601854382,6659663989873401262,1.0
4642048524216303022,940090006005933486,1.0
2363227344723502510,6821793097292760494,0.0
1624632080446172590,5605818599839042990,0.4
291559519465813422,4236719859099454842,0.35
1723702923137772974,6695674417308306862,1.0
3354012068817444270,1291361715965822330,0.0
3516149916884372910,8758334060687273390,0.65
5155449837749718446,5191480668963075450,0.0
2255136138129943982,5840003862695153070,0.0
1669670411145201018,2894649132120962426,0.2
8118822159317843322,3831392630774066606,0.5
6650655979571969402,2921675218207534458,0.0
7740524710909889966,6722708303311744430,0.65
5200486873775936890,2192085795861024122,0.5
1741726769705581998,6137239939840433582,0.0
7272135507723214187,3804378835481275822,0.9
7992727050881647994,741928886233113978,1.0
1597607205213123962,5254528179162813870,0.0
3885445797617196462,5524755309781118382,1.0
6587599298863207854,1732716292712748462,0.5
471713317717931386,2219110696708332922,0.0
4786163668693689774,8695282864359556526,0.1
642835812419534254,7317182894564840878,0.0
7416261928324316538,5416670704816029050,1.0
1750724509581094318,4245703827286764974,1.0
21340063884934574,5839993500257117614,0.0
6272344677143172526,1111222036874823086,1.0
3119826738096508334,1579599189689781678,0.0
1876834671176490414,2534361879756688814,0.0
3723314430095048058,8217906866380510586,0.1
4587992807793958251,8857404189142863278,0.1
1138226005048956334,3337515107173806,1.0
7407250043546963374,3471103950956791162,0.9
2435283616300436858,3390035325080622510,0.0
8434080857996549550,507736009302732206,1.0
7101005980549944698,3471103877999115694,1.0
8974508973847102842,2444295562107157934,0.5
5984121589358235054,8416060306464359854,0.0
2777547019826904494,1525554679167403438,0.0
1462505881864353198,138420991192747438,0.0
2318182027160532398,5686883642645783930,0.9
1633632189083516334,1984916971543625134,0.2
1039165702749330862,3029746620654876078,0.35
3182883756766358906,3849415337193395578,0.4
345598686840950190,7344205214054548910,0.5
696886443373471150,1939892936397434286,1.0
3263924025880687994,8398041021016518062,0.6
8488117351793421742,3263943425013648762,1.0
4155659425130655150,8758339869998790062,1.0
2939686625010441594,291558222986884526,0.0
372634639159926190,6236322440171740590,0.0
1381439303887932846,1822794456158813562,0.75
4984327856623484334,841001389693658490,0.5
6173274342337602938,8091797863017242030,0.2
2219106137472470446,2507327288594871674,0.65
1642620890441233838,7587402228816231854,0.0
850017289522972026,2065985905390087598,0.0
21341394516489594,5182480849170711982,0.0
723920510570632570,4155665816059198842,0.5
8488124585305644410,5740926490717154734,0.0
3444083239140799918,4840206743294997934,0.0
84394278480315822,291558222986884526,0.25
2588402177521903022,5767944413965378990,0.45
435682135585740206,2047971528363728302,0.0
2867633312769433006,5587807522400193966,1.0
1381441883576427950,543769574398801326,0.0
3894450777584674222,714909445674653050,0.0
5867018536527994286,4362816259387962798,1.0
1552576456955176366,6137239939840433582,0.0
967107617353407918,6803773991402978734,0.0
1516531892757345710,6209289239402001838,0.0
8785362195583591802,4479914059064327546,0.0
1120234802943243642,7776553841430128046,0.05
273551832749548974,5353617160284179886,0.1
8461098468387884410,8848411976660536750,0.9
8335000550385835438,1984916608557505966,0.5
1228303101860711854,3723302028807695790,0.6
129428651907952046,8452093831207296430,0.05
3191891892517252474,7443283534853248430,0.0
2507341484504020398,1129239925500261806,1.0
5975112697759165870,7055975394021412270,0.15
976114768910435691,7227112148503535022,0.0
868030598979911034,7452293796731372974,0.0
5966108229856628090,3290963376283340154,1.0
4660039210392982891,2516332653705942446,1.0
5497728079473747374,3741327538366375342,0.0
3056779479146046894,300574465072778670,0.0
1552565044653987194,8073787274766951854,0.05
6902859753613464954,2183078595507967406,0.5
8632240371275707822,1120226698507763066,0.0
2020955076479847854,8398041021016518062,0.55
372635366257765806,4606017339553267118,0.0
1345409395172103598,1093217765525314938,0.65
6542567559390377323,5641847667671655802,0.55
3363023002760627630,7938680333385870766,0.0
4587992807793958251,3633230840220247470,0.95
7371226276307103083,868028385834243502,0.0
2984724174233261486,6488524684274933166,1.0
1120230342861104558,3903454180552695214,0.0
3381029369028570542,3164858973000428922,0.0
8334999318295186810,3020749581602569646,0.3
5749937678408488366,4777160130759402874,1.0
2300163140835896750,6452467272069277050,0.0
6353419488045573550,7389243962157333934,0.6
3155852925529249198,399654600651726254,0.0
516748593009331630,4488919596000329134,0.15
1102212480954541486,2831600536577052078,0.0
1606617829376353710,6110217495155590574,0.25
2011945771248946606,6767746830026667438,0.0
2552373428654028206,5191483705013982638,0.9
597802465514915246,7623422840807624110,1.0
2390246369018752430,7443287683409679738,0.0
1912860229984058798,2282159625210895790,0.0
1300373657661754798,2723511107093697966,1.0
4398851981975078318,949081260679622062,0.2
606815538070615470,2975703187117585838,0.25
3561167795756805550,7758537125412693422,0.05
1975917025646747054,7560378930533227950,0.15
5353620917780860334,1075201808987694458,0.2
4912265091106307502,6353412239780048250,0.4
5659865669596982650,8344009973272579502,0.9
372632306567906682,7911654635598224814,0.4
5038361487247805870,8875428504072861102,0.05
7488316580923549050,2282162747084899706,0.4
8055778855501049210,8118830467446291834,0.85
6128236049460168058,7974680697562568110,0.0
6191287378280328622,2984726385401515438,0.5
4705098454436246958,8253935071242626478,0.45
1300375398992538987,2291135802677444014,0.0
471690415302626734,5722913342147384750,1.0
138448355352057195,2840596531030703534,0.0
2129039925112518010,1624627002401404282,0.0
5551778794125993338,2858623092298155438,0.15
4588008948171695534,7884646085037960570,0.0
3498130797410055546,1750708922097085870,1.0
8208894854845830574,453693956518122926,0.5
1849812379023748526,2480319406576428410,0.0
2111019397173771694,3894450429583316398,0.35
2038965968445922682,4344811974744063406,0.0
615828629879455150,8659257547356560814,1.0
4137648958289798574,5966106460261205422,0.0
5614828378075534766,516751234373688750,0.0
3552173193740402094,3164865859668082094,0.0
2795571781002784174,6758739593623334318,0.55
2480319406576428410,3516147682697119150,0.0
6065179138544504238,6470510394748970414,0.15
2894657639266403758,7173069183303552430,0.5
1552576120726726062,7073990137032635822,0.0
1309387311859131822,1021156426070988206,0.45
2759539905420615086,7082997914709751214,0.95
2777555762057541038,5993124447748853114,0.0
1066188403856870830,5740927217295822254,1.0
354617518221047214,6974909410438913454,0.0
6902855898668084654,8172872079667912110,0.9
2426263000674952622,7929674032139713966,0.0
4137643026530401710,336611500663491962,0.15
741933721922219438,8226916303104982446,1.0
786968964524354938,3308985611094902138,0.0
3588203410780812718,5515744845945302394,0.05
3696278461627078062,768946148809401774,0.6
3381036678886182318,6128236420170560942,0.4
2912667514358019450,534756590203481466,0.5
750934119521910138,3957497781206263214,0.9
859013282953391482,5353617148148069754,0.05
3110815855198221742,8244923632315385262,1.0
2813585820035472762,2318191277579713966,0.0
4335788347950011755,3336002792438412651,0.65
2399232054088695214,3083798916413156715,1.0
1381441319796555182,7632433951946991022,1.0
2516351830392659374,3182884101728003502,0.5
8244930200011339182,8560173321511890350,0.45
3957496142910150062,7632442808014626222,1.0
3444090580876234158,5146451846166597038,0.0
6686684213999420846,5092401538934248878,0.5
4047576303809768826,1885836814389577082,0.85
5236524975277901230,4840202368511569274,0.9
1165261467346816378,3444082788384687534,0.65
6011142999907851627,6362419012080881070,0.75
2426273371523456378,8758339801608351150,1.0
4416853514378751406,7929674032139713966,0.0
399657233240169902,3029759880370591150,1.0
660865722980846970,7578395100471354798,0.75
1120231998492767662,3471109153568865710,0.0
1966909943813494190,6704697535870660014,0.85
777955306092901754,8686265436844787118,0.0
2165060777883059578,6155253326764641658,0.05
165448739701890478,1984916971543625134,0.2
2975684834580807086,7614422818275292538,0.4
8740322342480463211,1435471650352487854,0.6
5551776551189251502,6686681872751732142,0.1
1300379023709119918,1912869145975111086,0.0
525741977589708206,5596809846758297006,0.7
633842110461052334,8362018440875539886,0.3
2074983887543326126,3146853578163488174,0.95
2471309665127986539,5488723263470009774,0.7
2975717752338095534,3804380592943877550,0.0
6974904465954526586,8749322339206061434,0.6
210502855219080570,1102214290417681786,0.0
1903839305724546478,7227113771387342254,0.25
3254936465829166458,2309183992794301870,0.0
5659857719723163054,147454478972937646,1.0
976118985295660462,4245730975892002222,0.0
3345007162583227822,4083601111557680558,0.35
5785960526627831214,4795171457175567738,0.3
1822793725306963307,1030159101116396974,0.05
5146447195821112750,3299976344414928250,1.0
165466662575934842,6200290402102099374,0.0
3092808807184876974,3002732788187950510,0.0
2426273521924664750,8407050421423084922,0.0
2327197739872886138,1867829726070195578,1.0
714906384306986414,7245128764633132462,0.0
1975913188400332139,3804378835481275822,1.0
3340197540461998,183483976083719598,0.0
1183288184763950510,3417073604025200046,0.95
6092191464432666030,6884826542274393466,0.45
633829827088901550,2768546716688922030,0.45
5101418183091993978,1606615497650527662,0.6
1192287015280033198,5020347170486212014,1.0
255539047229402542,7533358423154253230,0.05
2903651971889063342,3624231444162172282,0.7
1012147041437543802,1975917495938942382,0.25
192491687962639738,3480117624248483246,0.0
1597602117020356014,1912864102197568942,0.0
