id,g_id
6731717015070078382,0
300577777165860218,0
6371425403530104238,0
2750533164938679726,0
8371030602920635822,0
822987176628794798,0
2074970468441562490,0
1183273833100006830,0
877041415140912558,0
3363026452778573230,0
255527101505490350,0
417671216711271854,0
129441725097004462,0
3723313812374728043,0
3308981405824384430,0
2624433138592390574,0
940071582140290478,0
6380433098942625146,0
3308974679133484462,0
1651656332249882030,0
7010931629834120570,0
7443287683409679738,0
5083400741239205294,0
4227696890575152558,0
3128835065076618670,0
1552572668998890926,0
6542566328115498414,0
3507141746427737518,0
3903448391275718062,0
4533954027406988718,0
3903457418735205806,0
1075197855898576235,0
471710393880112558,0
1471513984671890862,0
6497527258692676986,0
5209473276187493806,0
2219111983770559918,0
886041674017588654,0
6938883917785171374,0
633829827088901550,0
1957900571224413614,0
3534158684105893242,0
6209297393911131566,0
2696491158724949370,0
2174075936032140718,0
1066183675806043566,0
8506112869870843258,0
2840608358148908462,0
3453098452745782702,0
5840000947033265530,0
2408262940915254702,0
1147252333778423214,0
4912263020334738862,0
8479114397536255406,0
8190882938486877614,0
6029155754396536238,0
2363230240678210990,0
1030160135772050862,0
832000502429672878,0
165448739701890478,0
3633237666580745646,0
949093767351586222,0
3236924185735632302,0
57368518653382062,0
5110421586888283566,0
5245530813771546030,0
2912655956430445998,0
4705096519214665134,0
1345412006959289722,0
597812280983022970,0
2318189509914150318,0
4615026528845815214,0
6767742687158820270,0
1543568223276924334,0
6866827135083912622,0
8353014814996915630,0
7191085420829357434,0
2083991454452112814,0
1498521224801736110,0
3236917986809175470,0
2029948608747634094,0
2948692575047861678,0
1354421131888266670,0
1552571890071152046,0
3155858669846242682,0
8461087970312428974,0
1930876003729835386,0
8271950059014145454,0
4344802995108210027,0
994131505433382318,0
8884435952528264622,0
1921864935525844346,0
7767535460525933998,0
2480316003225832878,0
6596606605782326702,0
3065787588548175278,0
2588401296123123118,0
3317975601391750522,0
4894246698645781934,0
93400398683768238,0
7740527762747401646,0
4687071257412117934,0
2957697912970001838,0
2002934427722880430,0
2390226614165396910,0
2318186001599399342,0
2363219921989897646,0
2399256079432175022,0
8992515589444634030,0
2462303753047498158,0
2921672209116476794,0
6056177505370424750,0
8740322342480463211,0
8298967995732823418,0
976113194135541166,0
2984722194160242094,0
6038164621390548398,0
8172871013774497198,0
949096064795692462,0
7722510901526029690,0
21341886561211822,0
6389443075376442798,0
1237321595870688634,0
651857226878080430,0
3390045976522765742,0
3606218244875417006,0
1399440348095008122,0
7983709121338142074,0
4578996822249571758,0
1129216553388895662,0
6713700368927702394,0
6155256788993093038,0
8983507918920504750,0
1651652158251375994,0
6245320890736756142,0
219515864753993134,0
5074396429574491566,0
7443283545147428270,0
4687083402360563118,0
696890886761113006,0
3642245640228072878,0
2002937549613567406,0
1624636658565817774,0
8695290302107817390,0
1750724509581094318,0
5038367810151939502,0
5299572597738847610,0
6101213894403835310,0
5416663890538927482,0
1723698411300052398,0
3083791787507910010,0
4786159962149221754,0
156454243882704302,0
2561370267879167354,0
6677673771633997230,0
327596813283607982,0
1291372035770486190,0
3975487874133222830,0
2084004441999150510,0
8046763305699839406,0
7073989260934722990,0
3597211383458667950,0
7731514992769684858,0
1426476366601852334,0
3056773136993127802,0
2147057087464885626,0
4912261655519950254,0
678882450380031406,0
8271949961114848686,0
480724447328374138,0
895050003073611182,0
2237114529627764142,0
1813784573616516474,0
3146853676118599034,0
651854716558994810,0
4615027064915813806,0
2696490250905410990,0
2813585239171136875,0
6641646653106505134,0
1912859899150400890,0
1345410305173871994,0
7425268226542757294,0
8740320216941405562,0
1048174410194259322,0
1498533069635188142,0
6848808932527080878,0
7335194601635919278,0
435670459809170862,0
2615426482421722542,0
435686298662370734,0
2966701696053226926,0
4155650933496067450,0
4362810102306323886,0
3339601254049146,0
3209901496960587182,0
4443887211918581166,0
2246133548874644910,0
1696690904611876270,0
381645802534636974,0
3615226008684660142,0
8929477720564790702,0
3245934619529242030,0
2759530127219492270,0
3056777486959551918,0
525741977589708206,0
1615625334627272058,0
6542567342791114158,0
183479109469820334,0
3065789154147843502,0
8298966901377019258,0
8704291765897057710,0
327586297080642990,0
1525548078643713454,0
6038159508538019246,0
5011338991467048366,0
6686680988708719979,0
2831600705371397550,0
2228115508328996270,0
7767531626566827438,0
111426173718644142,0
264545527168902574,0
4750132935165203886,0
1606608761323060587,0
2354218101222610350,0
2858606970639027630,0
1597597234782080430,0
6065183628096187822,0
6002124370365203886,0
1084200253926032814,0
6524537947133039994,0
3543167806714785198,0
507742077772531066,0
75395936383847854,0
768952591262193070,0
8812379395167489382,0
570790269842171310,0
2183079099607006638,0
183471276323636654,0
8181873479248821678,0
3489125793313039790,0
1174275568994928046,0
354621510421730734,0
1777754289905821102,0
868035300870047150,0
669875506946155950,0
6668664547978657198,0
8776337584223966638,0
2065980299966864814,0
5218492994592542126,0
8488096609984857518,0
1264346685600472494,0
7569390140562242990,0
3723313685358294446,0
4200678067307580846,0
1912855200151795118,0
2444291016551271854,0
6245325826148314490,0
5479710772375522734,0
7272150500602879406,0
39369282567720366,0
651855639302854062,0
6452498062853389742,0
6479511159815132590,0
3516148091751097774,0
1273342034438684078,0
958089771046231470,0
6470507748424637870,0
7767531603866260910,0
922063289122217390,0
4533965327652042106,0
3317981370207511982,0
2534348292735983022,0
8073791403186410926,0
723907442497899898,0
8028754943828710830,0
2255142550298033582,0
1417460104055066030,0
6983907320253511034,0
1057175037218786734,0
2606417348834917806,0
111427445938806190,0
2426274536329006510,0
4020549438909306286,0
3254924515182239150,0
5209498674127369646,0
687881661554707886,0
498738683932274094,0
4029559965791356282,0
8208896522446638458,0
5776951518433047982,0
8803374091390258606,0
2354190383543301550,0
5227517595133808046,0
4768146736360535470,0
7965703931133687214,0
3966508024889177518,0
6830788131736260014,0
3588204583513951662,0
615832578879090094,0
4425872440310902190,0
6488524724037770670,0
1372434543594980782,0
561786018460278190,0
3696278806274708910,0
2939686625010441594,0
2147052306876032430,0
3326995484899065210,0
768946148809401774,0
2345210704998092206,0
2345209299230676398,0
5218507647033341358,0
3227916079452190126,0
922075287499134382,0
4182665432717897134,0
6326381935662042490,0
2426266998256442798,0
4696088251882491310,0
5146443895340230062,0
2651456910355715450,0
2633446172494751150,0
8109816398400281978,0
1876824080374594990,0
7929676591031766446,0
6857816453033010606,0
2588409067577451950,0
7974708891103307182,0
3002736827131694510,0
1057182098403311022,0
931078090926982574,0
5272553763293611438,0
2606417108240960942,0
6407459538610152878,0
6659658577478339962,0
3065787749546454446,0
1723715568637652398,0
7956693305464640875,0
7929679201687819694,0
7821589275395063214,0
588801448443805102,0
2273128976978787758,0
841010271253599662,0
1453498571566421370,0
2561380635491481006,0
1111228789127191982,0
4840202601874113966,0
660866420338066862,0
3975502182922436014,0
5506736601253461370,0
1714696282611584430,0
1768753742571963822,0
3074791661683217838,0
1741724945652620718,0
1273352546375286138,0
7191074877179188602,0
786964876538121646,0
2615428311460550062,0
246535250162515374,0
6785761244018210222,0
3164864414566034862,0
3236921243300914606,0
66387095961816442,0
6497528680424109434,0
1057183785150555499,0
5488723038218487214,0
5281548785938814330,0
931063576645950842,0
3164864776479155630,0
3957502622162556334,0
318574996422843770,0
3813389190043964846,0
2921671437407430062,0
453699077595553198,0
570796424911996282,0
3462105193835931054,0
958093175315553710,0
5335601815224855930,0
1048160415329240494,0
5398653118370051502,0
1075193633760503214,0
3498124047302071726,0
2102007828038507950,0
1471507693623088558,0
5407648915710868910,0
2912655546993343918,0
5110409721048374650,0
84404065123069306,0
2786562568268342702,0
5461673223368074618,0
5560782128378955182,0
1948895758899113338,0
7668452924148633006,0
8785361419708763566,0
6011143040859159930,0
2840607371943441838,0
7290162341753726382,0
4218709770520175994,0
1633632189083516334,0
1336403146732035502,0
1039166482718332282,0
5326597678250276270,0
7542368514113088942,0
8884427200507524526,0
5326593870211927470,0
8983521841489939886,0
5353617160284179886,0
6461499819171386798,0
2642449332924249518,0
840998835196687790,0
5128425905769440634,0
111414772223417774,0
4948293638588435886,0
976100965777470894,0
5957097441861858734,0
940082810987380142,0
7164064142073568686,0
2381242236386092462,0
2615427444264949166,0
813959294942836142,0
1957901683857825146,0
5497734095225114030,0
8488092728064312750,0
7254136714861931950,0
7623420060752405934,0
6407459915782260142,0
4191676060635135406,0
2849610590995166638,0
2147053182739631534,0
516750924339633582,0
1876826099666490798,0
8334996835002095022,0
8767345439552669050,0
7668468955659560314,0
1930877891331569070,0
3813385857305062830,0
8064784196124798382,0
732923137268121006,0
2831600234087028075,0
6065181842338897326,0
8073775281157782891,0
480720107333979566,0
4002539593016264058,0
237528241372536238,0
1930882102322320762,0
201479782248330670,0
5047372833864959406,0
1489523355060790702,0
714908835263686062,0
3146852566304681390,0
4065571260778605946,0
57384609055028654,0
2669445678513292718,0
8100811794683149742,0
552778198200044974,0
2813589487314126254,0
192493844620361134,0
1246321767984070010,0
3336003293970089338,0
2381239352944756142,0
4867226952912297390,0
1084188287724174766,0
2065964561810904442,0
4164663555566689710,0
1066190832433640878,0
3308982030139188587,0
3317987220338918830,0
1867828291917862318,0
1129239216380425646,0
8704295543166621102,0
7317174424169487738,0
4362817934900659630,0
2435283616300436858,0
1714705587947529646,0
5560781609616061870,0
2192085596451753390,0
201494552475180462,0
3561180312831741358,0
1750733230498342318,0
4380829805917687214,0
2552377222447908218,0
2570388174408986030,0
5263534026080320942,0
1615631554765913518,0
363624908227284398,0
183484901584958842,0
1066188403856870830,0
5776958678383267246,0
3957499942612817326,0
2020950668123176366,0
4479914566315378094,0
5209500113293163898,0
7101013574655481262,0
2750531769110144430,0
4795169084509226362,0
3002740064435535278,0
3326994329044975022,0
5975112697759165870,0
2480319843277368698,0
624833675664850350,0
8298970195565309358,0
1201287027439711610,0
2498338177833305518,0
6452487438936065402,0
5092404824707810734,0
5587800412214422958,0
1876831232752919982,0
7353211718201421230,0
6560578410075303342,0
7046954048894068142,0
4551973811388284334,0
3074784869825805742,0
3272945758611140014,0
750936972637408686,0
5749935491274649006,0
7191085005227595182,0
2840605305721945518,0
6398450372258399662,0
2975713412513389946,0
498736370492255610,0
2399255404815752570,0
1426478384411766190,0
5596796079084893614,0
1822786249479114158,0
7875627865306416506,0
3426058350280658350,0
7173067126263270830,0
3867429883615172014,0
5461702553297141166,0
5254536637753841070,0
3633237100721702266,0
8974508660150908334,0
2093014223004116398,0
6020150880319686062,0
6569588224920069550,0
39371445994769838,0
84397352067673518,0
886031812746526126,0
8875433097230443950,0
6542567719565016494,0
2156059866862306734,0
1516548970844882278,0
6677671166557039994,0
2660450366253395374,0
6299374295517881774,0
138441298243681710,0
958089900379639162,0
3209904708825949614,0
2696491459287149998,0
3570174585785247098,0
1309382621380908462,0
2768553068785685934,0
7470310494604207534,0
1201298248102620590,0
8190884847574994298,0
2074995443644484971,0
1984910751418217835,0
2732516991730249134,0
3705295041418022318,0
5506742569826633134,0
7794564666166857134,0
6137239939840433582,0
2813587428065654138,0
8722307206942172590,0
1714705436155913646,0
8443088572188235182,0
3777356084570092974,0
5182480849170711982,0
300574465072778670,0
8821386258750420398,0
723916692705478062,0
4840207217928400302,0
8560183285602059694,0
1156259661295136174,0
372624711196624302,0
3137845905101727150,0
1435484071789882798,0
1849816906851966382,0
2597412523695603118,0
5587789535212322170,0
3480120195168048491,0
1012148447190201774,0
1156262821001659822,0
3804378835481275822,0
4867226857639398830,0
4029556965964946862,0
1651654391824815534,0
7866622381384531374,0
3011744538766439802,0
2948691266077052267,0
6533552205715082670,0
606810393650709934,0
2633429190856695214,0
1984895425919999406,0
318592362436509102,0
913053902297259386,0
336594232095966638,0
3426075385717953966,0
1606620202221962670,0
8767338967939247534,0
3813374199890757038,0
8470111259088848302,0
381630958375108014,0
336592303511158138,0
8253933084296035758,0
237516215406980526,0
7470305463170543022,0
4678065553540249006,0
4344807167342091694,0
4966304623786261934,0
2147049793202994554,0
2381238261547883950,0
2876637147676423598,0
1732718286221583790,0
1435487597826473338,0
5542769743483202990,0
2840610681981072814,0
4849211909684366766,0
2876637314666749358,0
4128630159004216683,0
3146853758985151866,0
1219315722954890670,0
165471010327348602,0
3534161246053512622,0
994118206656665006,0
4344808590411523450,0
3570190584782228910,0
4957298686693404078,0
5614824427209199022,0
6767744317184134522,0
795972820500002222,0
7974696322500294062,0
3678279627429684602,0
354620800853966254,0
2246133858164706734,0
7821575908139810222,0
8452089300844764590,0
8253937241844077998,0
6794766761910910382,0
1975915880916440494,0
2011946102747682222,0
6839800808929975726,0
768924404557546874,0
2777554500260548014,0
7416266328740113786,0
5686882556452789678,0
6605600205459813806,0
1012146508227962286,0
868028740930502062,0
2480318907991002542,0
237517753908852142,0
4281762030480770478,0
8344006811517539758,0
1759743499833759098,0
1606620435111814574,0
705899394228729262,0
381646563349046702,0
6785764324756952494,0
2894649338417112494,0
4975310381991056814,0
1732724936017517998,0
426676219215906222,0
2777555236413736314,0
2894650224770794859,0
3480112764241003950,0
1678669475962570158,0
2092998065179409838,0
1750725795263241646,0
8163864734194933166,0
822986811582758266,0
48372874561191342,0
318593755830265210,0
1939874096646669742,0
219515161605936558,0
6443486715712413102,0
4813182616614909358,0
3011747117574985134,0
4578995951107308974,0
1876830169098204538,0
570791587893247406,0
5849009656140803502,0
1273358914087826862,0
8650251992668857774,0
7019949447803422126,0
2822563175178415482,0
3435082980969764218,0
462705904534728110,0
1372434975977520558,0
3340432425325998,0
516746197702124974,0
147445942953072046,0
7092006018621513134,0
399655700089023918,0
5146453326465107374,0
6101212473441287598,0
7596399708428963246,0
2705497427700362670,0
7596402420108191150,0
2228115154658219438,0
2813585263818575226,0
976114261693797806,0
7452293796731372974,0
1444491720134426030,0
5596809622127377838,0
4101593045810554286,0
3705295989844446638,0
660862982355848622,0
886049033411644846,0
6551574788153099627,0
3020749236161838510,0
4236726169707529646,0
5110410383311375738,0
4425874618316920238,0
399643514384375162,0
1372434042718035374,0
750936090332054958,0
5227516706321737082,0
1300371664168564142,0
2723510152963059118,0
642851704178752942,0
3588191367315484078,0
3471109805589923246,0
4281761614106070446,0
6137243578395016622,0
7326194835380735406,0
7686469883721309614,0
21351719449427322,0
4542971663973238190,0
3408054634675991930,0
1228318388188484986,0
21339357972411822,0
3110820302300476794,0
4678075322027672934,0
6839808381735134638,0
804970071976779182,0
453685845639077242,0
210505241496968622,0
57383886759101870,0
3101800921375831470,0
841006470868274606,0
1489515917419701626,0
2624431935179707822,0
3020741632100900270,0
6875834102277608878,0
7839604390690471275,0
1255340749315575214,0
2885640832464711086,0
2516339342752243118,0
5515745180085687674,0
7560367495329222062,0
8641243562611938734,0
2993728543441034670,0
2678476899315619194,0
6317373549276005806,0
1444494533411179950,0
1354406968817305006,0
1651657664235156858,0
1435483818976867706,0
480724116503860654,0
5470710570932968826,0
7641442047583032750,0
4452893180223210926,0
7073990137032635822,0
6137243944535199150,0
2894638818758632878,0
2065989912498154874,0
6776751144604390830,0
2705503777942357422,0
1354413531657473454,0
8100797659867837818,0
8172869874567052718,0
2561386028526218670,0
1966910562191494507,0
7380235332256968058,0
4921266105249242542,0
561787492436311418,0
3804378799351451054,0
2939674805061332398,0
2291135802677444014,0
5452696989624008058,0
5524754482202959278,0
300576142556372331,0
1597618291706475950,0
804984724293303726,0
7767546425833117102,0
4669057648577961390,0
552782651268967854,0
426677254497938862,0
138446090216961454,0
1642650672630943098,0
2372228590065192366,0
1210303214800154030,0
1003135293681771950,0
408649274005683630,0
2606416779897849262,0
949092479212627374,0
7551360474124213678,0
1912858473638555054,0
7101008752037055918,0
3381028672264404346,0
6812780135654645114,0
1714700987937613178,0
6164251766591509867,0
39357572104938926,0
3444088496239269294,0
5704892440690800046,0
6056180993699284346,0
264547149127212462,0
4948294574626506158,0
1345413796914746798,0
3074794616600982958,0
3498118350559907246,0
6155254542577235374,0
3092800079247553966,0
2093000628848485806,0
1282363531233097134,0
1417465406151527854,0
2813578554259561902,0
1687686241769321902,0
4317782486155212139,0
1642650840261160366,0
3831398832222217646,0
940085480476636538,0
1615617574816994734,0
8398045530583770475,0
2120035061710871930,0
7146044481844753771,0
1534551926302164346,0
2228110581517456814,0
1885845206192911790,0
48358956484820346,0
543770346253360558,0
5398637856793605483,0
1759724838750348718,0
9001536179633921454,0
1165269581284300206,0
2885623430921770414,0
1858814921434936750,0
2372230656647820666,0
2372222497514646958,0
3822388479377737134,0
4912264822037263790,0
4975314715414949294,0
3281958141627424174,0
1768749811912570234,0
1831799417623588270,0
6101209387937105326,0
3489127043530399150,0
3678274809248157102,0
1570589941716604334,0
2687459160566019502,0
7073992649871529390,0
4497929392465106350,0
8821387561983255982,0
3263942713086029178,0
399656395232662958,0
5785958308479272366,0
1849812766050555310,0
417648079037382010,0
1489502678787700090,0
3561184034368040366,0
1966906724113003950,0
5416664744236631470,0
2507344805965168046,0
5957093756997066158,0
3308985954485517742,0
6893845516087272878,0
1039162118607721902,0
3714302657193532846,0
8001734959033812398,0
3435086811392036270,0
6425461854264188282,0
1111223873231029678,0
904058485074269614,0
4416863121092335022,0
1066190735084516782,0
1282363537262454190,0
2669468263272037806,0
8614219604334153134,0
3471102893754733998,0
1489525003782993274,0
1750735375581597035,0
453700546614941035,0
489730037601893806,0
3164864784363109754,0
1687687211126207918,0
5876031310657971630,0
5650846155913522539,0
5533758345693382062,0
2480311821122913710,0
2002924818382859694,0
3164862944888927662,0
958101099459351982,0
777947323636159918,0
2741525869011756462,0
2038954512529237370,0
2795572434462973358,0
5921067888548195758,0
6875830150195254702,0
1372433564986011054,0
8722307059174985082,0
832004539570357678,0
6947891522300310906,0
8722310111607090606,0
3462102881697146286,0
2678474037254651258,0
3020752904026682798,0
8199882068584045998,0
8443084763181784442,0
2435280571252424110,0
372622834324518318,0
6191281333785107886,0
4425874994730325422,0
1120220759401829806,0
6362423185238220139,0
3038766841070900654,0
7073992469425747374,0
2534366040303803822,0
2489323762744055214,0
1120233073304935854,0
5218508184355986862,0
8416065538515916206,0
3930476196495334830,0
111413447448311214,0
2435282929587780986,0
1300380339375930798,0
7902645637182260602,0
3786361704743968174,0
2210095827872347566,0
8307978233824239022,0
8659248014381727150,0
1336392812198806958,0
2390247306322838958,0
841006784955012474,0
5821991854321477038,0
3342305478815150,0
345607041033924014,0
759947124218729902,0
841006985178244474,0
4633041279879099822,0
1111222036874823086,0
1615625112028960122,0
8560177828075244974,0
1975915189716094330,0
6623633269315927470,0
6641646361201524142,0
5056377341932025262,0
480709367662667182,0
2363229121566989742,0
30357993237507502,0
1453496358664232314,0
1219312096191094190,0
8767343276088843694,0
2894649873731446138,0
3516148099072402862,0
6722686850269943214,0
8686265436844787118,0
1813786341980577198,0
2246131733240010091,0
7488309349815362923,0
2156061838822401454,0
5921066053008948654,0
6902848485530846638,0
1300376444883660206,0
642850736704374190,0
642851120239887723,0
804978763537456558,0
7443280234866296238,0
7533356060188247470,0
7083000813217447342,0
2399255706047337850,0
3029761869048077690,0
1453500189970521466,0
8947492646367215022,0
8587197447431361966,0
534743417234730414,0
7119030157732486574,0
1516552513269464494,0
3714279624533595566,0
4687082678899486126,0
1885848406503869870,0
6443484170198152570,0
6767743340248130990,0
4461876045493132666,0
3462103945828625838,0
3606216962439032238,0
6560576888494790062,0
8830395650391367086,0
6146247931449453946,0
507744607955801518,0
1570589793032701358,0
3417069147106905518,0
4524954703623574958,0
2336208420994618798,0
3579194315536258426,0
6461500930924531118,0
967110715862039982,0
561783070832448942,0
489717894841890222,0
4263730628685221294,0
1624637104356775342,0
5975113787416427950,0
2399236944460715438,0
7209103097698778542,0
6002133604637193646,0
7560381253417467310,0
1426466211467773358,0
1669671856934094202,0
5155447825071076782,0
7209096146233013678,0
570793159590790574,0
6614618613730633134,0
795963757152130478,0
2876633475446828462,0
4795161572400993643,0
6047171247460904366,0
1957899043899792762,0
5290569625037735290,0
7082995487963387310,0
8154859272773891450,0
30349866873245102,0
3588202240708775342,0
6353412656800728494,0
5137439404884045230,0
1363398823143159214,0
2435281444287389102,0
5903053741229223290,0
1552576120726726062,0
282562409476777390,0
6173275326425423278,0
1759747132717581742,0
8479110890490838394,0
516740426629385646,0
5155452348786587054,0
3660259418875332014,0
138420991192747438,0
4624031606264868270,0
1291370160056235438,0
3669270111469370798,0
156460366792258990,0
5344597165730624890,0
7191085762195660206,0
6146240447753254318,0
21352970483727790,0
7452293594661055918,0
6002138701488999854,0
2300174684764802478,0
2408263808065074606,0
6128236720220925358,0
5200495577726952878,0
859023009394589050,0
2741527876734483886,0
985124144711535994,0
5605805408419810734,0
1075199264468438446,0
1129238163704321402,0
6866803077513670062,0
5461697521003664814,0
165470744027379118,0
1390445796151926190,0
2624431398120418734,0
1201287210990554542,0
6200290402102099374,0
6380425070606562734,0
4155659231734228398,0
1390449646638138798,0
1543570035127655854,0
3471100282446136750,0
8614221373199095214,0
6155256366864909742,0
3462091839984311726,0
5191465177744799150,0
5002334309185328558,0
3966503823145672110,0
895041524920776110,0
8316975321315571051,0
12347195146333614,0
5948095308471096750,0
714909335039575470,0
2399243946707955118,0
7389231793550155182,0
2588402587278673326,0
7974704095899989355,0
4245731771143239086,0
2471311421473365422,0
1390448158470290862,0
7443286032778499502,0
2696489582908087674,0
291568958410894766,0
5245529759716443566,0
813989212935108014,0
5515732718448151982,0
1777755536801181102,0
3651249159647200686,0
7722508100563326382,0
2723501324682149294,0
3858418937160234414,0
5290565042327287214,0
4173674001079514542,0
3227919305311710638,0
1237326258127322542,0
5894049418973590958,0
777952607584075130,0
2318170694078557614,0
1165268288363873710,0
3705298210410188206,0
1723715982888355246,0
7884635531606752686,0
678874355414365614,0
1318393142175591854,0
4524942760150164910,0
1921872359644931450,0
7119014143278048634,0
4849216646733903226,0
6407462455046313390,0
6668666176101725614,0
7010933282277825966,0
2660453302436543851,0
4660051340223661486,0
7218107574024861102,0
1921870135565473198,0
1687672851991641518,0
120432149966761390,0
6938883559856639339,0
1489525486176644526,0
4651054865859333550,0
2246136071513001390,0
1795763070516280750,0
3615216412813254062,0
868031262668324270,0
1993926877642198446,0
8695285983295077806,0
8398043330107569582,0
2516346313358140846,0
5461691186358578606,0
3858413123619550571,0
246532962879284654,0
9001526579075106222,0
2092995227002518958,0
4254740118856158638,0
2219101437994476974,0
3885446708026066350,0
5551773845466095022,0
3218909375921505710,0
3867424686337783162,0
8416058352783523246,0
1057178886941834618,0
2606417517036322222,0
507742024095577518,0
1732714837812524462,0
1615631279029188014,0
8902439609935533486,0
8929474306144630190,0
822986447347987886,0
174479155233361326,0
2165063978956402094,0
4849203762431675755,0
4957299621528429998,0
1507541926144769454,0
8551168480893832570,0
2300174172413160878,0
4263745808916137338,0
2984723698306051502,0
723914870075610542,0
1075196149438266798,0
5767951518484039086,0
489721723369366958,0
1300374933343233402,0
7101016980974361978,0
4497930413087575470,0
8686266479781186990,0
1228316175995430318,0
5849009985619256750,0
2534366412329137582,0
1642646280502648238,0
1696695102509792686,0
3408062176892468654,0
4164667319041068410,0
6137235467324665262,0
5524754173676070318,0
1390449086433492398,0
363624539198234030,0
3678274405916968299,0
985123858186747310,0
7407255439093607854,0
8704272883233408430,0
507718495893650862,0
1264349137582841262,0
2804582981590461818,0
5002336766513692078,0
5939059895938377134,0
7956696392641945006,0
4218710318904542586,0
3200896308242331054,0
1165266490032958894,0
444692601191359866,0
8109819488838573419,0
7416253213300227450,0
426675856109856174,0
318591980522026414,0
1642652265629234606,0
8371025816013809070,0
5867027271332750766,0
1714704983855037870,0
1255340375241018798,0
8127833217057461678,0
2309170933289250170,0
93406744593302958,0
300566347021655470,0
4254740181648752046,0
795964983793712558,0
2453298217664576942,0
5155458497125023150,0
8163863740108031406,0
8785350005348459950,0
2687485188846753146,0
3606220401562172779,0
913069256972932526,0
1480519242435622318,0
5200494204609594798,0
3345013133114561966,0
5173473287868784046,0
228511431710215546,0
2543368595850784174,0
1444494099717731758,0
2867628809876489646,0
7119010361324004782,0
8596206845792880046,0
1462494521273032058,0
471711303555712430,0
2056978008468030894,0
3047772450137199994,0
1129239143650626923,0
2849615657492710830,0
1732707225989457326,0
3444078717218313646,0
3426072800213427630,0
3894450777584674222,0
129444035291975086,0
1390445967193662894,0
1309384088257815982,0
660865499810340270,0
3903458742765338030,0
6542564812817726894,0
1417470122316264878,0
201474309711472046,0
5803976862647725486,0
8974503618022544814,0
3272948668964240762,0
1588610554860443054,0
4551976933212978554,0
2813584312179518842,0
3209902825049830830,0
8118825384533826990,0
5074393289526076846,0
588811787685367214,0
1066165621009341870,0
6839792822224422318,0
5470712385174656358,0
7317187389840410030,0
1129240445815537070,0
6794767318278141358,0
1876836305861696942,0
4578998507015062958,0
4452892278019337646,0
2390250886271096238,0
3633240223211402618,0
2273153367024586158,0
3227918026189589934,0
1021149879992606126,0
2525346200161877422,0
1498522945566614958,0
534764055900769710,0
5083398926123435386,0
1372424996948749742,0
588808467085065646,0
6605615231465696634,0
3326993342082383226,0
3011743989137515950,0
4687079601590343086,0
7344204681276382638,0
1291363171806317998,0
4173671227971995054,0
570795242936964526,0
7344208463201527162,0
2885640929896947118,0
2002936995361398190,0
651858014092557742,0
2399253180412411310,0
859024990099140014,0
2336191737545899438,0
8911457890263649710,0
3336000472393579950,0
6569588267328200058,0
2183069952470941102,0
1660661109141222778,0
138450356594181550,0
1174276114699341230,0
6353404220719398318,0
813987931155283374,0
327598205694827898,0
1759741158078737838,0
5245531228737017195,0
6884834085974539694,0
1417460344934718894,0
2471309371073068410,0
3804373387391430062,0
4551973700594611630,0
8560178170529414574,0
732919353880251822,0
